,T152_bearing,T153_bearing,T019_bearing,T018_bearing,T156_bearing,T157_bearing,T154_bearing,T155_bearing,T013_bearing,T012_bearing,T011_bearing,T159_bearing,T017_bearing,T016_bearing,T015_bearing,T014_bearing,T151_bearing,T080_bearing,T081_bearing,T082_bearing,T083_bearing,T084_bearing,T085_bearing,T086_bearing,T088_bearing,T089_bearing,T158_bearing,T149_bearing,T148_bearing,T009Alt_bearing,T145_bearing,T144_bearing,T147_bearing,T146_bearing,T141_bearing,T143_bearing,T142_bearing,T903_bearing,T092_bearing,T091_bearing,T090_bearing,T097_bearing,T096_bearing,T095_bearing,T094_bearing,T099_bearing,T222_bearing,T138_bearing,T046_bearing,T128_bearing,T114_bearing,T027_bearing,T025_bearing,T228_bearing,T229_bearing,T900_bearing,T224_bearing,T225_bearing,T226_bearing,T227_bearing,T220_bearing,T221_bearing,T028_bearing,T223_bearing,T044_bearing,T045_bearing,T129_bearing,T047_bearing,T040_bearing,T043_bearing,T048_bearing,T049_bearing,T031_bearing,T030_bearing,T033_bearing,T035_bearing,T034_bearing,T037_bearing,T036_bearing,T039_bearing,T236_bearing,T235_bearing,T233_bearing,T232_bearing,T231_bearing,T230_bearing,T054_bearing,T051_bearing,T050_bearing,T209_bearing,T200_bearing,T206_bearing,T062_bearing,T063_bearing,T060_bearing,T061_bearing,T066_bearing,T067_bearing,T065_bearing,T069_bearing,T135_bearing,T054C_bearing,T238_bearing,T215_bearing,T212_bearing,T219_bearing,T218_bearing,T150_bearing,T115_bearing,T079_bearing,T078_bearing,T075_bearing,T074_bearing,T077_bearing,T076_bearing,T071_bearing,T070_bearing,T073_bearing,T072_bearing,T094B_bearing,T100_bearing,T103_bearing,T102_bearing,T107_bearing,T008_bearing,T009_bearing,T162_bearing,T161_bearing,T160_bearing,T001_bearing,T002_bearing,T003_bearing,T004_bearing,T005_bearing,T006_bearing,T007_bearing,T237_bearing,Trap
T045,26.1403387614,78.7361645112,139.848640252,182.070384781,20.201379283,0.611174706766,87.3771652948,29.9060502452,91.3454878316,139.311203565,100.596019637,356.205456975,115.309054368,129.796417036,113.967595336,118.246890514,86.8938324532,346.579883926,343.956045237,351.594010069,341.400524691,347.617186698,356.0883994,1.87326514548,22.9238119214,356.462367694,7.36431238816,179.250602665,170.603102256,115.805191255,327.906969757,100.94911222,112.723144392,143.758842079,119.93181163,128.874513721,110.939126193,100.33510646,331.084646313,347.552340634,0.355237931527,350.551272405,2.48358047261,7.27572084005,359.906349599,336.295121395,93.4356495045,342.830271569,343.720453781,340.941185351,23.0677051006,143.853485441,132.505484864,124.75208499,353.279079069,107.588299363,171.736720907,15.1786761409,355.929627261,345.838408278,156.000149616,340.096530988,165.121495112,116.829684389,36.8710224346,360.0,306.737877822,22.535460627,29.9640416815,18.2998926256,350.518765417,341.7463709,30.9845040047,59.1369931785,60.0955188805,19.6682394419,10.992456991,89.7039595081,28.9823712772,77.6851985605,133.221409839,348.595329862,130.086220973,7.50467704997,180.252489996,75.3550939228,269.193770436,354.614906709,83.7645952805,333.770549491,341.838464979,333.558920484,15.6223738513,24.9732163095,5.1446235984,4.58956598615,10.2914530151,19.9453190822,24.0465553727,3.38903168342,9.46289766972,260.602144398,10.2640662001,336.908512418,337.917658243,172.323387261,119.048362572,175.278418259,348.710692298,333.630740591,356.774691646,333.783724374,359.951801591,337.375883543,343.507899515,30.2867024944,38.2495475605,341.800299913,8.82627207087,0.649363370935,333.81038576,336.171818178,345.107357804,342.014161961,136.257442608,118.960334576,348.797203859,1.81649368449,41.1062290381,122.564830461,108.251289677,122.127858981,123.993102681,104.044777459,125.209136014,133.791151843,6.73292575578,T045
T129,59.949082213,98.4037878448,132.207894482,162.480206009,38.9400515312,32.7025688418,104.700889833,47.2695850888,104.098613007,134.805008917,108.008548716,10.1626143516,119.363587053,128.946677703,117.53594297,121.0226437,100.071796283,0.425729447618,9.85902313609,14.9337939594,353.548081533,357.275251703,9.09979964205,13.447937979,70.73151652,9.66252309702,18.988172555,157.966387042,155.807840347,118.37014565,46.2133857238,109.7081561,121.837576308,134.726444983,122.533604431,128.214115205,116.684889187,105.563642357,28.5295215968,43.9137103988,60.7594887623,358.778315703,17.1369347173,20.1671574372,13.3896298847,345.161882682,108.711374831,353.258585437,89.9713245629,349.62272995,45.2290454948,137.085058824,130.313470434,125.687778823,8.68417298725,111.832760554,141.515104727,31.1245735395,18.0784236765,357.222996935,140.636376474,346.842218257,148.700632592,119.818548203,83.5425895391,126.701212614,360.0,69.9489499841,64.4644351069,61.4767219314,52.8928791558,98.9976517794,51.559415972,95.8717793511,103.025670477,37.3632311546,49.781581005,102.340644012,58.3329160727,103.535516157,131.091453247,5.75774012779,129.142786373,116.994257791,157.118456483,96.8746011592,153.642630115,36.9699313434,114.601439787,342.184260695,349.628021043,341.691470286,39.550074944,52.5461689243,36.1523158918,29.3237301474,29.6788143962,37.11648384,42.8794586889,22.1382302597,20.1642490187,154.591451801,27.3752994785,343.797297408,344.867632543,148.221744042,122.719502885,157.508655914,357.709536151,343.82762404,15.6875903838,348.067778404,30.729511705,350.547961088,1.95994826698,48.1934684103,55.9717615293,356.142585652,25.337466309,14.0865083295,341.066655524,343.482200681,358.100247435,352.420521194,133.389389095,121.178779647,0.694824260168,15.3663555471,101.724294184,124.450533278,114.211316724,123.882151007,125.079498247,112.518669652,125.630361606,131.467899633,22.3000417039,T129
T047,34.025086192,129.371088334,178.857317276,190.128906359,18.8770614651,333.371491497,140.447911359,33.7806167803,129.967993011,162.926286533,127.018448568,345.59313611,146.902070079,149.102598665,137.882677669,146.209687353,121.769644998,331.327267983,312.411915339,328.491614443,325.404097181,337.559154353,346.247944527,355.368953529,178.938968652,346.620706287,2.68927903996,189.547975687,182.427891717,135.01320482,258.631233176,134.420819636,177.434423333,177.01742189,153.083451041,150.541672236,144.765781058,117.09220366,268.820420316,279.423848241,270.180090236,343.002501328,354.145406021,1.94421146026,351.303555385,322.08689313,146.808243439,329.780778583,233.562843416,329.275852741,23.4951689601,168.377117734,159.87333048,165.63712338,339.87876783,126.318273442,193.150876633,11.8558241182,337.162936025,333.065473141,181.984443225,330.703773593,182.330382899,142.518866686,156.559405969,202.555369403,250.005499004,360.0,48.6246010137,354.936074123,271.905486373,227.367762702,36.8729590569,153.823965089,174.297564556,18.1747660197,343.778218216,125.733017813,38.4463364253,152.549889705,156.284632833,330.68440899,149.737868395,205.315184625,190.69120447,128.940397044,221.615657594,306.725634004,181.674511292,318.860552071,331.723249157,318.989109429,9.78530559856,27.9287730021,343.534717759,349.404098735,2.9946962535,18.6567464017,24.9508615976,352.506618899,5.84553905254,219.071614066,4.12936129202,326.014456364,327.365643052,189.239607928,162.234327363,186.234748164,339.766377519,315.765801298,341.878862649,309.873262604,333.959469881,317.557487572,320.833495581,34.5655174214,47.0001964437,323.203634197,2.28551509251,352.390982861,320.838006804,324.291949217,330.071234862,328.595386032,156.545069618,142.657131029,336.823552615,353.960590615,189.700431826,161.831057286,137.963664767,154.562382996,157.695443633,141.102056715,148.402662159,156.795534364,359.727304814,T047
T040,337.763350096,150.952534707,189.32827418,195.252469125,10.6467593355,304.610903269,159.904160116,29.8892476918,145.570415895,171.685948434,137.626449966,336.387159211,158.426687945,156.759287758,147.225078705,156.661874363,136.63441621,320.896093945,294.393495261,310.690890975,315.665343244,330.627383709,337.816292672,348.926763252,226.888105738,338.089049121,357.012918061,195.319503726,188.261076553,142.662435323,249.247484085,147.435629352,190.501784803,186.960906574,164.656589522,158.943073665,157.111893987,123.720944333,256.486803964,259.696248263,248.668304781,337.55822799,345.349455363,355.36277681,343.068524259,314.214397089,164.781668041,321.575447411,231.716116739,322.216629685,13.151162683,177.223350197,169.645660282,177.777204605,329.002323476,133.790536453,200.880404218,4.50181288708,320.275763027,324.506683267,190.640003855,325.129771472,189.482913025,152.362937983,199.796040398,209.999716381,244.536739853,228.640361729,360.0,255.640609274,253.554390181,227.836696024,32.3637600385,182.837168581,194.286759219,10.6342163935,289.723872598,140.691952586,24.4374841448,175.071643708,165.021079169,317.813577629,157.505258838,212.803556658,196.583861663,152.337015469,223.350222969,277.752919203,195.973670098,310.982139615,325.517308898,311.306930203,353.446488007,10.3981707984,313.746538487,329.667044179,351.196486531,11.6003568083,18.0453196372,339.973343475,1.05675666393,221.377816997,354.644290463,319.881057651,321.322865224,196.412579757,175.180853818,191.990923735,333.499109601,306.507675631,328.23150602,298.097660438,307.068173354,306.656874968,306.8108326,30.6331776829,46.5398630562,311.886643992,353.042105422,344.311618162,313.92746724,317.690798937,320.134801358,320.295532015,164.478602292,151.830555327,328.257891572,345.976377957,205.071010868,174.071855839,149.365392575,165.855487528,169.091418622,154.80409381,157.310132327,165.506908738,350.906190423,T040
T043,54.4510923276,135.66063343,178.400149402,189.085479805,21.6369488459,327.29064165,145.131335173,37.5667320807,134.591030221,163.844996965,130.417323137,344.812747679,149.318406338,150.620335366,140.335766433,148.448773314,126.808423037,329.25298345,305.606948735,324.342744635,323.039697723,336.529060289,345.580704095,355.395694556,175.263952797,345.972564001,3.16582110471,188.424520094,181.925156713,137.162870054,246.917409624,138.02548058,177.073864901,176.794797835,155.079023342,152.129711437,147.500327418,119.673776114,256.784081309,261.91504028,242.975083367,342.427438515,354.076836431,2.43660772738,351.0189466,320.008210662,150.548021641,328.074426625,221.824077197,327.790723126,27.9471614137,168.918828318,161.117281822,166.663247443,338.440073353,128.793584397,191.042141525,13.3922923029,334.481877717,331.49270361,181.273527082,329.59697215,181.717085201,144.841053996,163.802443505,198.318946006,241.532411978,174.935221252,75.6239974645,360.0,252.285382223,217.299458575,42.3427295126,158.786467673,174.435792387,20.6139920423,335.729509847,130.499379257,51.5739118897,156.514863494,157.612224686,328.021326797,151.246669058,199.987461391,189.418473121,135.757230824,215.975360233,291.41893662,180.504299615,316.593036194,330.533571464,316.788833546,12.5158620051,36.4727547096,340.183779718,348.364649293,4.00298572721,21.0259939604,28.3928493458,352.213840148,6.44121000075,213.831020371,5.07544070544,324.586508062,326.017935113,187.86106631,163.668054114,185.429404272,338.943248482,312.851651102,340.28020537,305.498226125,328.536850098,314.226503896,316.794712035,38.6232694462,52.0223594211,320.231860509,3.00639104471,352.193107405,318.963344256,322.669149865,328.006069395,326.795558494,157.737160215,144.818765566,335.494857493,353.883973553,186.267503281,163.221126898,140.926450168,156.40407873,159.318959303,144.401940496,150.201473766,158.089406139,0.162775774139,T043
T048,65.5099201798,117.008993278,158.28541375,177.64438172,34.1236546959,13.8114380965,125.209572312,45.5752642126,120.089962852,150.9004649,120.277122589,358.542676461,135.579378065,140.950646603,130.06841684,135.97404758,114.245311698,344.701200505,336.622658705,352.512372293,337.277354777,346.712464033,358.195838967,5.35051488545,93.6369735608,358.738961039,12.2382924392,175.482626527,170.564395546,128.840052527,238.829490372,124.858080326,152.256695153,158.445231412,140.194062273,141.413483343,133.260026008,113.672620132,263.948665644,320.327342028,95.8562956299,350.551123366,7.31019148051,12.7625331421,3.43531862413,331.161899275,130.227882477,339.983487622,179.525528478,337.919380777,41.9438719603,154.82694721,147.278600162,148.097401405,354.609385477,121.372392968,170.89961536,24.9244810339,0.00582178756503,344.033206459,163.88232615,337.533663919,167.538198374,133.512006855,113.111938214,170.510598053,232.921359989,91.8774250404,73.5105725225,72.2581766878,360.0,178.526094011,51.0791086045,124.569975981,138.345712537,32.3866311023,46.120904674,117.215515775,61.7714112259,129.612880415,145.729258219,347.44092918,141.378202085,167.232438438,175.8029179,116.0111976,196.72831221,5.49253589279,150.280544074,327.643113053,339.447898612,327.534721328,32.8936020694,52.3713952757,22.214174542,15.9018374574,20.850879574,32.2626093158,39.4518953337,10.4394064393,14.3344699711,194.707132194,19.1958364619,333.206193216,334.546584761,171.329209734,144.900743634,173.405348708,348.19590076,326.027163644,0.524660766592,322.966561384,11.4463594034,330.262312423,338.513335291,46.7248831478,56.9619181717,337.070053327,16.8451502029,4.40747475588,328.580810211,331.936378594,342.648627346,338.819322438,146.868991675,134.17230173,348.129780866,5.99102562135,144.762960177,145.548604875,128.676163165,141.577540994,143.740427244,129.480922147,139.153869364,146.166213647,13.4638836874,T048
T049,42.1370610566,98.1870031908,148.996279654,177.420338837,27.0771104525,7.58749277582,107.206773115,37.4538382778,105.793841109,144.280784126,110.135031191,358.540379754,125.297527141,134.725218019,121.60867882,126.785968561,100.422364566,347.46195348,344.710257379,354.392731039,341.331367907,348.363529823,358.251745412,4.39586288244,48.3514366163,358.703670776,10.4092148515,174.584917564,168.694427853,121.832605405,313.824812541,112.843437622,136.980069082,150.378427979,129.971007714,134.52695189,122.08204592,106.598629106,322.732495568,352.056173828,17.1161523817,351.466551453,5.76168166597,10.6520824683,2.61929838888,335.473712046,113.057594067,342.985973919,353.903353351,340.827605924,31.8852888326,148.360746125,139.333483126,136.911107429,355.408354853,114.04328418,166.66321283,20.3529856619,359.584611458,346.464397111,158.087948259,339.914227987,164.160377827,124.784070693,70.6812571777,161.738874512,279.026813791,47.3403663397,47.7935387545,37.2729181814,358.526766946,360.0,40.335694163,93.6608330885,106.745404256,26.0511386033,24.0971941994,103.396356055,42.9850336502,106.256069762,138.797321711,350.08853558,135.080412318,149.617609316,174.935586362,95.9789671973,213.858303197,1.43356826113,128.43595226,332.551465034,341.841743271,332.338239559,23.8099045984,36.9034082959,13.2410885274,10.7315137529,15.9378472863,26.1559129568,31.503293689,7.76083729104,12.4300344404,208.746266088,15.2004671009,336.33694955,337.471133258,168.430587226,132.713702328,172.072016308,349.523532386,332.154146212,0.0436225360912,331.84918967,6.39887215492,336.458524972,343.945836542,38.1536346795,47.0782186112,341.803937439,13.393121766,3.44037540558,332.749681182,335.464761001,345.696677337,342.047559856,140.798019924,126.110430142,349.873964922,4.7672403072,105.274563634,134.399490947,118.257604511,131.699394867,133.768805221,116.908568154,131.642599793,139.287679604,10.7677876093,T049
T031,218.254836493,181.01791991,198.081818677,199.872720961,328.68261669,251.123445312,184.033579584,24.5249269384,172.402458749,183.661251551,160.169523703,308.954772383,176.30804391,170.316605024,165.146616122,173.803830699,166.450868781,292.696222554,258.807594795,268.811771898,290.19351789,311.639759531,312.962389975,330.275325221,216.513069309,312.817037213,340.835816808,200.289073755,194.637826641,158.754993845,232.46105746,170.394028637,199.868192318,196.136748972,180.891770747,173.081350978,176.236088642,141.344645173,236.262281317,234.578275745,227.236868728,322.962208767,317.386592122,335.40112757,318.017817482,293.702640854,185.861443501,299.531297363,222.194149617,303.371135451,278.04769721,188.083509183,182.995712165,190.767665741,297.592509691,151.289589442,205.198103941,337.69004761,275.426515604,301.122183397,198.189384398,310.406437178,196.493281757,169.788918215,208.002633379,211.049209314,231.660724461,216.917745135,212.392788865,222.388363218,231.151937363,220.407871139,360.0,199.580130633,203.728034832,337.375751012,233.496810076,168.808039324,215.488333899,193.920166915,178.345989788,283.901025083,171.08206839,212.630729084,201.341007772,183.017092175,219.117723708,240.60010208,203.631666969,290.694791473,308.965516396,291.485585643,271.151960798,228.744912729,251.236345832,270.319973371,303.559482521,342.513981392,340.527036547,297.675475593,348.283188675,217.953347173,319.046500702,303.723091775,305.371913539,201.792278754,189.441750451,197.623333928,316.438923746,283.348507996,288.208171312,271.016434704,253.81936821,279.840544708,273.546444447,25.9594809575,81.3997726345,283.190497546,319.862486468,319.657804394,295.923263503,300.337527625,293.440924332,298.112679171,177.007133402,168.46346451,304.380086382,321.39672876,208.900348765,188.205530085,169.63771874,181.515804386,183.9802628,176.066875756,172.41746675,178.706018412,321.018563676,T031
T030,359.590030032,104.365666734,195.091140562,200.097074558,7.79376656346,333.576692347,126.3522988,20.593720221,115.654140432,166.243225119,117.835254028,343.269602248,143.774753763,147.887251519,132.935113125,143.258608067,105.262219757,331.869154284,319.54625637,330.176976986,327.10374916,336.995584552,343.947544689,351.949442892,333.142890841,344.225395088,358.265285886,200.976718239,190.356082851,130.563852493,288.088619599,125.12893892,200.685891009,190.158666139,152.732931017,149.576245523,140.313332108,110.10747741,294.344190201,306.165694245,310.00580623,341.830878306,350.089071132,357.146347392,348.038861945,324.078196167,139.690458423,330.500697755,279.943353142,329.991072627,8.43268311747,174.187546497,162.374926606,173.330588674,338.553953016,120.208310533,215.111353359,4.00199626794,336.172462824,333.216776163,196.021914137,331.112415036,192.912981294,138.621715705,331.354547738,239.170614006,275.942047455,333.837663997,2.83509993601,338.801018279,304.61174458,273.701940397,19.5490210019,360.0,237.056786153,7.97816859604,338.039186982,110.590083727,8.5790980326,149.543709757,157.119321532,331.476707564,148.661949389,249.832225131,203.210966872,99.6024168478,250.195293613,319.92051858,219.822043066,321.403498284,332.028885819,321.457200864,357.875862944,5.63605034984,339.427413261,344.174933749,355.416237986,8.71643298517,12.3660550309,347.759319804,1.40559116916,246.916990061,357.255100796,327.094262526,328.250969669,204.82753271,168.054007739,195.783264607,338.928630902,319.290137467,339.7877538,315.664228825,333.918163347,321.170796735,324.321361935,20.6764533817,30.7074947742,325.615894882,356.041994482,348.950767364,322.812850884,325.689818121,330.848804251,329.529999446,157.354327135,139.158611437,336.288766907,350.225945782,259.933874467,166.784848003,131.489707973,154.931963021,159.685808631,134.020935284,146.69775889,157.802212175,354.340841831,T030
T033,10.3389771894,91.2838588789,182.933530404,195.737885557,12.1172239416,342.789787618,107.654277578,23.8420033346,105.296800475,158.148889084,111.324539446,347.486648021,133.739051529,142.01470879,126.272925533,134.622125519,97.405374765,336.569215507,327.213465967,337.150744366,331.613470934,340.379687359,347.894306469,355.182685624,354.182466777,348.207941223,1.24488229786,195.935634693,185.243565752,125.487133996,298.167231579,115.704815134,182.20000706,179.055304923,141.614504979,142.840373407,129.603507897,106.59996488,304.25957048,318.586692158,326.32265991,344.60895939,354.182437736,0.48584018707,351.925396822,327.894741853,119.010155693,334.401983526,293.966841348,333.442149571,13.7086483899,165.552121005,153.090215625,158.754387721,343.341149525,115.744433658,208.795477544,7.78930128584,342.707814658,337.23579678,187.118206059,333.937768305,186.165507974,131.049869588,6.64181836016,240.118883407,283.085687958,354.301011063,14.2744385809,354.440091724,318.37723086,286.776258329,23.68667621,57.0465296628,360.0,12.01560807,350.143193787,101.740898635,16.6513700867,105.38752062,149.57123318,336.984470195,142.642063489,256.594434765,198.076729651,86.5476672293,253.480958745,331.238895656,202.788697178,325.247186954,335.122919567,325.218395138,4.19977893839,12.9907764837,348.399151199,351.181423896,0.510504386584,12.5807535226,16.4677453612,353.008199264,4.0333820684,249.383851346,1.65876089588,330.167870617,331.282760147,198.260406691,152.321374905,190.727973246,342.045378213,323.730149963,345.394953665,321.223901272,342.751444242,326.219573901,330.389431389,24.0494089681,33.3552136267,330.721070139,0.34507458342,352.78553442,326.237532949,328.968010889,335.386741178,333.473924993,150.750244506,132.237418544,340.295867832,354.033314577,290.365278962,152.76839626,122.940406611,144.006429363,148.082049762,122.436920773,139.57387343,150.245922025,358.478092006,T033
T035,193.265637686,174.49811708,189.9675957,193.626695913,190.539110213,221.793213245,177.236976234,114.44340097,168.668098539,179.09708417,159.565513947,294.009881656,172.470610874,168.235159337,163.689860017,170.628815287,164.108581537,275.404254622,235.915937341,241.844895024,274.824943721,303.668153453,301.037023675,327.030784782,198.040778039,300.504495885,342.487743244,193.553934633,189.109373578,158.511985153,216.279058836,167.462998057,190.586611064,188.661111678,176.17078329,170.416183913,172.262022916,144.026875904,219.069815814,215.277283897,208.330347896,319.229132183,303.369907843,334.161273517,307.019709506,282.246158513,178.920490138,287.712365219,207.217180876,294.230500303,186.680066037,182.667735206,178.287937839,183.911366666,277.72354468,152.31654094,196.067329182,338.264052584,245.417119734,288.524462895,190.652397285,304.608026432,189.956590426,167.439320565,193.073220427,199.718836074,217.450421668,198.205458067,190.649159113,200.645532876,212.445355649,206.109207617,157.361682621,187.995184966,192.042868646,360.0,207.357607101,165.935102094,187.483592175,184.482688533,174.722972164,261.633847701,168.860302335,200.413613653,194.273381788,175.792623147,207.462311871,217.662617111,192.969275343,279.052271502,301.990528422,280.242602416,211.520352079,190.752340217,218.794645577,231.398257328,254.863689965,29.2956941822,152.627141644,264.421380952,352.607337343,206.608727001,291.672609557,296.26066108,298.240952636,193.938798654,182.686904714,191.512363728,310.397093383,269.002765394,260.128644947,253.142714522,223.947712087,262.692472865,251.798917525,124.697980697,129.242123392,264.910305241,298.286584537,309.422039533,286.376329676,291.733402552,277.424090932,286.016933845,173.800275046,166.44610824,291.844819829,311.716001922,196.141902477,181.872836321,167.0873108,176.734565325,178.697682153,171.8887243,169.76733646,175.027057208,305.400443829,T035
T034,95.8693002454,139.128205759,175.302501984,186.283247111,29.2083060541,321.775388709,146.881831978,45.4064416246,137.423363987,163.059573599,132.870220657,345.99019763,150.019343408,151.010615253,141.694609339,149.177537432,130.508541473,328.32625638,296.856331532,321.084401697,321.393994533,336.596073632,346.740505618,357.242168755,164.322562154,347.197767208,5.59732829788,185.374842512,179.752680783,138.526653673,231.061928461,140.086828041,173.570618798,174.12415442,155.148039108,152.429743585,148.447403486,122.008474354,240.071531615,236.803761482,211.375104223,342.901541671,356.475390777,5.18003161259,352.835207913,318.428757693,151.373854492,327.25198248,206.942014837,327.072635769,39.565520345,167.565905952,160.554311719,165.20987988,338.851997461,130.716224749,186.291973955,18.3355743176,334.141297007,331.007694065,178.207853447,329.166150181,179.100830835,145.861302334,160.924600886,191.006014775,229.831772236,163.771875237,109.701773597,155.724020203,226.142616444,204.118239358,53.4456957644,158.019146418,170.13340274,27.3205858176,360.0,133.749035632,78.0259838545,156.351794371,157.435282371,326.594770795,151.594107899,191.459489717,186.134099774,139.422927317,207.532081686,263.666600381,175.771660476,314.676867585,330.121071727,314.946363064,23.4787636537,58.4369068243,343.243385721,352.714733378,9.54394959775,27.4228766452,36.7331415765,355.417931234,8.81497807616,205.830948276,9.64662196538,323.733720226,325.283612381,184.180676026,162.585230636,182.836500044,339.201191483,310.087966419,341.209044601,300.574179243,324.436495844,311.056761142,312.933413097,46.9688081518,60.810852303,317.827432372,7.05986237316,354.123792092,317.514217359,321.589661761,326.967707838,325.826955027,157.563875096,145.779651296,335.462421496,356.011912756,178.915574802,162.251718177,142.480788726,156.322219328,158.894534545,145.807009128,150.685005396,157.868810424,3.52711869677,T034
T037,321.994436596,297.946577059,248.318701203,227.991432956,344.537136543,315.176734599,274.447573402,355.233173517,250.817690309,206.983738941,130.264847927,330.095119655,198.748969043,172.348569394,157.377322412,186.220246384,38.942368896,320.862070512,308.682462305,316.142959464,317.686146784,327.443595409,331.282679598,339.269967654,305.308319336,331.388237507,344.787608844,232.326043656,219.718176763,144.705906164,289.336654062,180.637777039,261.257169137,241.728536181,212.78458386,179.77850749,203.22188325,109.880198692,292.66542249,298.4452643,299.120961434,332.855012421,335.180809306,342.581908801,334.378645377,316.47896906,263.696803103,321.311803999,286.064637692,321.776702714,340.478420617,217.955513309,209.553467413,239.55414507,325.447636064,126.980816804,254.23814508,345.062831344,320.549449936,323.153643461,240.932506399,323.966382426,230.047784098,172.054765728,299.500498676,269.789962034,282.463286161,305.799066953,320.742222915,310.566274811,297.309640091,283.489833782,348.82923641,290.642446853,281.803524213,345.970376232,313.821415404,360.0,329.798544843,280.429000394,193.809883946,319.196410855,174.205560973,275.245539956,235.498330265,300.331880335,269.682439367,306.0839191,271.432774767,314.34747661,324.139236845,314.508924599,332.774638974,331.887409314,318.482393193,324.34916822,335.374059548,347.159687589,347.444423454,330.434857727,348.547002343,267.922385503,338.733049494,320.166353063,321.191611214,242.968608245,240.656858104,226.024722116,329.622774752,311.923604405,324.56573376,308.042223715,315.839119623,312.55767091,313.502239477,354.330372078,0.936317844334,315.695598558,338.354409679,335.176776199,316.095645808,318.654632439,320.407867536,320.487248465,188.383741039,167.810636036,325.49064224,336.156318146,282.903527738,234.477071315,172.64842646,212.972070267,219.979316636,213.742551402,178.799080699,194.633197902,337.851561733,T037
T036,227.369483613,161.600263221,191.551045631,196.123570236,7.03811489035,283.72276905,168.170258153,31.2037044933,154.324578869,175.108447534,144.438892084,330.292740601,163.915266403,160.67652901,152.566202383,161.843217495,146.197960688,313.543989689,281.608224551,297.629057394,308.747373225,326.080121772,332.34861975,345.222418252,217.597376493,332.553293675,354.105083775,196.270841889,189.755378447,147.342998057,241.083676581,154.656911712,192.926419721,189.359597435,169.607035931,163.068990185,163.061097657,128.745795721,247.074124059,247.232686452,236.361096583,334.20770443,339.823885844,351.808844435,337.896834847,308.643046953,171.821387339,315.905449129,225.933888956,317.395654937,8.20345163346,180.257760378,173.55488381,181.608822502,321.438654657,138.856675178,201.39988504,0.934482712035,307.711159038,318.635193255,192.441720333,321.42480086,191.141584183,157.591714588,201.399623934,209.024380436,238.411547844,218.468431309,204.443819746,231.596857075,241.821558737,223.034522679,35.4656419233,188.587504841,196.670027794,7.47498183845,258.054414559,149.754621958,360.0,181.5115099,168.895339088,308.5381453,161.432148284,211.195347705,197.438891148,163.446702731,220.512815382,260.355851152,197.649110889,305.344677775,321.375344065,305.818253908,340.263243128,349.570354179,290.265526254,313.990503427,343.305706972,8.8347792593,16.2682615516,331.182579202,358.835617831,218.875840382,348.924384619,315.677174162,317.211876707,197.421861209,179.495053304,193.205397521,329.488609494,299.786510229,318.370735988,289.465724719,287.230164397,298.7469264,296.628811063,32.2476130087,52.2727183238,303.737316453,347.447841724,339.294198524,309.048742379,313.108755068,313.145601942,314.530199997,168.074106862,156.771085192,322.460982779,341.082946349,204.928423414,178.320342801,155.594934066,170.599510343,173.577372835,161.559462569,161.763252176,169.339159835,345.557618897,T036
T039,353.248199065,80.6504825568,208.97702999,205.997965755,4.07106039235,332.972388553,109.857439179,15.9738157869,105.27448296,169.215164159,112.694374575,342.216072885,142.415733554,147.689243199,130.44925967,142.02970159,94.5999419288,331.685157803,320.80185526,330.109533131,327.301082436,336.546688867,342.905792615,350.543212314,332.062291306,343.152715116,356.514222569,207.984816863,195.355638523,128.471084559,295.072744171,119.172619159,224.346649082,201.163645854,153.574281622,149.587586046,137.904948417,106.765933083,300.023162808,310.534788065,314.503015308,341.204039221,348.491315371,355.284100235,346.688648751,324.449563368,132.45073432,330.4415776,291.084230658,329.970334934,3.79174981303,178.974833719,165.043171457,181.788337903,337.792822567,117.227028001,229.29556384,1.18918428065,335.433290509,332.96227422,206.493285533,331.039456982,200.116480578,136.766332518,330.553944481,257.72546993,283.61243733,332.570233264,355.076216781,336.536058163,309.661297041,286.303826897,13.8956921306,329.550354737,285.404423825,4.47230629791,336.378478794,100.383277258,1.50974302557,360.0,158.362375459,331.300136003,148.556680745,269.050097178,210.899918441,70.7763881703,261.838309969,321.601456874,252.729105471,321.956326753,331.897824861,321.99561354,354.316268943,359.90702273,337.932087915,342.357547076,352.831242666,5.2604151352,8.14281773677,345.992196135,359.636622262,258.748218893,354.808647416,327.234686836,328.327402708,215.086611517,175.363051694,201.701705557,338.401216348,320.082569979,338.777940788,316.976376378,333.285404564,321.899120642,324.860961436,15.8615541013,24.8708706901,325.965849105,353.778495684,347.543886484,323.225217321,325.919820117,330.752129236,329.537583346,158.455871024,137.578311188,335.812855042,348.724196958,287.138725326,172.67236212,127.786835685,156.310646276,162.45173922,129.335966353,146.264405694,159.158193024,352.330003424,T039
