,T152_dist,T153_dist,T019_dist,T018_dist,T156_dist,T157_dist,T154_dist,T155_dist,T013_dist,T012_dist,T011_dist,T159_dist,T017_dist,T016_dist,T015_dist,T014_dist,T151_dist,T080_dist,T081_dist,T082_dist,T083_dist,T084_dist,T085_dist,T086_dist,T088_dist,T089_dist,T158_dist,T149_dist,T148_dist,T009Alt_dist,T145_dist,T144_dist,T147_dist,T146_dist,T141_dist,T143_dist,T142_dist,T903_dist,T092_dist,T091_dist,T090_dist,T097_dist,T096_dist,T095_dist,T094_dist,T099_dist,T222_dist,T138_dist,T046_dist,T128_dist,T114_dist,T027_dist,T025_dist,T228_dist,T229_dist,T900_dist,T224_dist,T225_dist,T226_dist,T227_dist,T220_dist,T221_dist,T028_dist,T223_dist,T044_dist,T045_dist,T129_dist,T047_dist,T040_dist,T043_dist,T048_dist,T049_dist,T031_dist,T030_dist,T033_dist,T035_dist,T034_dist,T037_dist,T036_dist,T039_dist,T236_dist,T235_dist,T233_dist,T232_dist,T231_dist,T230_dist,T054_dist,T051_dist,T050_dist,T209_dist,T200_dist,T206_dist,T062_dist,T063_dist,T060_dist,T061_dist,T066_dist,T067_dist,T065_dist,T069_dist,T135_dist,T054C_dist,T238_dist,T215_dist,T212_dist,T219_dist,T218_dist,T150_dist,T115_dist,T079_dist,T078_dist,T075_dist,T074_dist,T077_dist,T076_dist,T071_dist,T070_dist,T073_dist,T072_dist,T094B_dist,T100_dist,T103_dist,T102_dist,T107_dist,T008_dist,T009_dist,T162_dist,T161_dist,T160_dist,T001_dist,T002_dist,T003_dist,T004_dist,T005_dist,T006_dist,T007_dist,T237_dist,Trap
T035,9.40668756068,16.0761796626,21.0092307007,28.2207211143,1.03070456868,9.26853393982,17.2521079585,3.33675045768,18.1445726489,25.3217729842,21.4897569986,8.41317062402,22.0822000922,28.1507186105,24.3679003867,23.2730086288,17.6330413635,10.7786906785,11.4669709598,9.34295824588,12.6125102485,14.2943728062,9.1220707041,9.99706726604,12.3218179134,8.88824778088,9.46213645345,26.3889224714,28.5686915672,27.3276714239,15.7694734804,20.0956099525,19.0441936473,21.880392769,22.0668180443,26.5439390781,21.2458665486,26.6429545759,15.0993595105,13.4192722672,13.1781807313,17.5020672763,6.4344966175,7.339091689,7.92473018858,15.8532612917,17.9572679638,13.6599110899,15.9239541844,16.0655354332,3.91437888927,24.6091076769,23.9742848865,20.9681311003,8.57792708792,26.4775468666,21.2305008536,2.43380339419,8.0324177216,12.363220627,22.6551969317,20.517822292,25.1955081662,23.9343229473,13.6464883657,18.6445531317,17.8329275256,12.2204561498,10.0603672893,11.1291556682,13.6165220727,16.4096025232,4.5495939115,15.2141497706,16.2470735663,0.0,10.0238948313,18.0466420904,8.22636022885,16.5173776184,25.7889305285,9.65796374058,27.8933485523,17.6552426162,25.6461698587,15.6606627743,19.8224302921,11.59090858,17.7548437909,16.4373208199,17.8951612774,16.7921512008,4.82631109943,7.00324629321,8.4622470876,6.67074407848,3.37282358834,0.559355590147,1.82357312526,5.30450574307,11.4055947936,20.131017972,3.11550878561,19.4836139114,19.4981588648,23.2842405357,20.5306310916,27.5871428995,15.5126399707,14.8827658358,7.31967059464,13.5902075807,9.07785095494,13.0341393507,11.028185304,3.45312781405,5.95342068503,11.775974134,3.72848974721,7.81236189657,18.2096459544,18.3756629459,11.4595110732,13.7721037723,27.355542144,24.9588824428,11.4415307515,7.46830273901,16.1201140711,21.1351790267,21.7826300619,22.331728493,22.1329337909,20.034932167,25.5970017546,25.8115256048,4.76797496958,T035
T034,2.45771900229,9.38322306685,11.8284410512,18.6368445166,9.04199208587,2.53511350078,9.94066307593,10.7210865786,12.0628952628,17.1570893485,16.5018128612,12.7018900017,14.989912039,21.3212227396,18.4487240194,16.3657111736,12.393395628,11.6490980614,5.47515567557,5.77306924671,12.7435308224,18.3307354207,13.9765725462,17.3094616885,2.92142524306,13.7544651685,18.0133961284,16.8262119941,19.3057313364,22.0429815301,6.06662702808,13.9604010659,9.87866622609,12.7944718998,14.4488562529,19.4765286362,14.2517795037,23.8585157208,5.65867346047,3.75209017838,3.16015243362,23.1776018376,12.4651082936,15.5726509428,13.7806750272,16.3853852728,10.3081250491,15.5200116424,5.90016744521,18.4542066465,6.50885547607,16.0539778674,15.9682296604,12.4261707027,10.7790335895,22.2790200893,11.5689088415,11.7631432635,6.17807373938,14.663680977,13.3682650587,23.9305492737,15.9150613386,17.4612595146,4.6440429192,8.81161377939,8.15221934727,2.81770714099,2.91448844985,1.65780808728,3.73809454315,6.3920266632,7.90454351949,6.64490120658,7.09081732234,10.0238948313,0.0,12.4324244374,3.60909988796,8.25515085087,18.1627548293,8.97746101165,20.9851907046,7.80019834301,16.0446813998,8.83697112921,9.79854982698,2.48785188682,8.42167076625,16.3295666059,21.1934771102,16.818026806,5.22227819927,3.86793712097,2.40918234062,4.77906893194,8.13555955308,10.5829349636,9.09237552615,8.41357706312,20.4572266364,10.1089938537,10.1986592264,21.7234495439,22.0452932477,13.7330176242,12.1603154495,18.152182156,20.2726920703,13.4124475033,8.07672698492,9.74404502104,2.90836667703,11.0223142348,8.00751324428,10.1728120406,10.5447236616,10.5966723973,10.7520177041,13.9361542247,19.0232404255,20.034967886,12.380225693,15.346955805,19.7855378643,18.568859443,14.4623300421,13.905526899,6.58291685354,12.8291846804,15.536649713,14.6195904588,14.1717892413,13.2103311436,18.6723257684,18.1439373763,11.6874120407,T034
T037,10.6021337996,3.21191313326,8.61174706692,14.8136782416,17.1146086379,14.9473303931,3.5560376782,16.1816968571,0.866538719349,8.76471862065,4.07498069805,24.1520399748,4.6310002991,10.1448871052,6.37351265976,5.48873492349,0.702260551114,23.8903676617,17.7406238148,18.174087509,25.1219361526,30.1830421948,25.3322115026,27.6916155109,10.0257319559,25.0884195941,27.4971616269,13.3218121116,13.9070678247,9.71099811525,14.5010899357,2.11094403159,7.95761446409,8.69952309448,5.3646631604,8.66793161019,3.85843486735,11.9489014828,15.028818145,13.7681533068,12.1490229859,34.578787059,23.1930384793,25.2745858553,24.7136539894,28.7958174053,4.06199982409,27.7649135672,12.1130851316,30.6906199139,14.4515315346,8.9708450567,7.42123337124,6.72967716972,22.6641095177,9.88428254651,10.6363046791,20.4610309493,18.3524115797,26.7960086629,9.784864524,36.0738656557,11.375928625,5.91312952273,8.56449290722,10.6502868596,15.558660598,10.0897424222,9.84411473778,10.911883518,13.1250835661,11.9072688225,13.5651877179,6.93082516489,7.92399026555,18.0466420904,12.4324244374,0.0,10.8215905471,5.75783375832,8.41604650636,21.2812860326,9.91346083231,10.5620709951,12.9623547071,3.74084785328,13.4940621403,14.1553086668,8.35243102953,28.7613667559,33.3127477099,29.2492980302,15.0646070983,12.0505142759,14.5790973622,16.4286030137,18.2934530333,18.4575325479,16.2776828216,19.5401143875,29.4055302651,13.3781314359,20.0243043133,34.0400847588,34.3215928736,11.1926738674,6.12021686469,13.7113161692,31.9561004189,25.8305633618,19.9536793089,22.0291416367,15.3005059868,23.447604424,20.4392888994,15.6172800887,13.7411946677,23.01551207,20.7396931943,24.7607990834,31.4409117226,32.3987148763,24.6508884538,27.6304760084,9.79370649357,6.91495253501,26.4214312417,24.5792292904,9.07473506056,6.22196582456,3.75734591776,5.70714515387,6.0281153146,2.79951969322,7.68603422333,8.48256782222,21.8878288918,T037
T036,1.47587017973,8.26812244214,12.7953583731,20.0599561771,7.19733843761,5.24954787177,9.27241154573,7.92229000952,10.6892943781,17.2248528805,14.7264120439,13.3306264002,14.2945034559,20.5602883074,17.1594360416,15.581220687,10.5924743086,13.3108521445,8.59180586458,8.07909199368,14.7237537043,19.3767645038,14.5165031397,17.1087039999,4.49334429258,14.2736722195,17.2709442959,18.2285560193,20.3468238324,20.5130770494,9.4252991518,12.679619772,10.8387799861,13.6567321367,14.0920822507,18.8326324197,13.4803565377,21.4153626988,9.15901577772,7.23472308225,6.21757633236,23.7783911551,12.4594376486,14.9134757478,13.9522814827,18.4425956279,9.89825021781,17.1407584524,8.63492894564,20.0363582674,4.31270661809,16.4263251844,15.9075623164,12.7680889656,11.9036938699,20.3014167015,13.1523817709,10.4184620135,7.86977480786,16.0990311849,14.4482614129,25.3356757146,16.980277906,16.4460801043,5.51717331957,10.7451786698,11.4589972482,4.41004824399,1.90135084001,3.63588268703,7.063839555,9.00173575141,4.85921299868,6.98848021723,8.07284352547,8.22636022885,3.60909988796,10.8215905471,0.0,8.31348694955,17.8571600727,10.8337194609,20.2654215779,9.80932093835,17.5034958826,7.78446041234,12.4084478665,6.08993856044,9.59783585692,18.5657578079,22.5722918102,19.0355005722,4.2941230161,1.29740140824,4.50443584312,5.75024042995,7.5953999363,8.74810241488,6.80984483173,8.71986465997,19.4710385692,12.6444076244,9.48321055665,23.4471787987,23.6826621841,15.1374087606,12.3522336953,19.3892163422,21.1346809773,15.8930510398,9.23195469588,12.6438765355,5.46803271435,13.5081353196,10.5089167201,7.32034427618,7.17598972967,12.8018611605,10.1657989601,14.0223375618,21.0925895138,21.8883414129,14.0899116046,17.0465268964,19.458659109,17.5272690983,15.6533906656,13.8746995699,8.08175660385,12.9731163281,14.3574854333,14.3312858636,14.0589264584,12.309698067,17.9335067104,17.8659529158,11.2741708152,T036
T039,7.36206564049,2.86381688413,4.83038500413,12.1944291036,15.4928255706,10.7273183908,2.25157241891,15.6928438147,5.02241541273,9.01062810131,9.50975759722,20.8870462256,6.84477918005,13.1232025829,10.6645835142,8.23848230272,6.12473438917,19.8559736949,12.9543523321,13.906923505,20.8261686763,26.5858643427,22.1473413939,25.1956842684,5.37701093779,21.9181358745,25.5374069288,10.4046148725,12.1768216788,14.4013315064,8.85604057226,6.45938356775,3.15131319577,5.53790361334,6.19779825647,11.25410359,6.17869902891,17.6523782656,9.47843442602,8.47907231334,6.94228221994,31.3939803364,20.4158267149,23.1502400311,21.8236669316,24.3692660786,2.20300990632,23.7058307427,6.40718027128,26.6328785515,12.6067936169,8.11685947533,7.75924687411,4.45463559626,19.0299377471,15.2503567637,6.0340664283,18.7317170151,14.4304785448,22.8951359193,6.47881062273,32.1357619146,8.89221204139,9.46167782627,3.64453406466,5.10493298354,9.8061586795,5.472954801,6.60401927027,6.5974758255,7.79434892635,6.16482859381,12.6382022899,1.62449536021,2.17206100986,16.5173776184,8.25515085087,5.75783375832,8.31348694955,0.0,9.91045885199,17.1694410743,12.775792343,4.85650519846,9.7761135333,2.57804021823,7.91243653762,9.30214411465,2.81439682997,24.1895916139,29.4122443863,24.6838747223,12.4134449653,9.58657204515,10.6509764507,12.9115153112,15.7085916036,17.026662922,14.9990616465,16.4393290294,27.7781654591,7.85881081122,17.6896878501,29.8307789363,30.1859276492,7.49438708902,4.05441995306,11.3720871823,28.5210132523,21.1290574421,16.3174961931,17.1305995513,11.1167682627,18.8160822547,15.9221910339,15.0759188002,14.000195741,18.6076599548,18.3413787646,21.9435761534,26.963992275,28.0931487896,20.5678402379,23.509967064,11.5337376086,10.5603271338,22.7167364828,21.8576854356,3.33125615694,4.69527559821,7.77480410614,6.36443983789,5.93629620677,5.31169388446,10.4880522925,9.89429467413,19.4019944799,T039
T236,17.1308708192,9.71309942636,7.79329340292,9.15551786628,24.7987333061,20.6144016028,8.58634615867,24.3077354707,7.9775014747,1.99868771771,7.53885522347,30.7829355288,3.82315446778,3.84694011349,5.00988791842,3.06203872497,9.05663944861,29.7201291001,22.5987693258,23.7561334602,30.6088963156,36.4922256934,32.0370473768,34.9472934912,15.2660693792,31.8055436111,35.0923993631,8.52552289853,7.31976596121,7.6149562968,17.4418952078,6.37862754136,9.09283504394,6.94902540852,3.77012616372,2.0991537551,4.65261819152,13.8550994265,18.3090181373,17.8501441585,16.498119286,41.2958849855,30.2234006306,32.7604504941,31.6634094,34.0681116346,7.98748930815,33.547446561,15.0100534415,36.4633737162,21.9740740848,3.67263798199,2.38072795756,6.0848164471,28.9399681048,10.1415721133,9.76862316252,28.1311661654,24.3328464916,32.7735804251,7.37530849451,41.9817535391,6.75958734218,3.65223203769,13.5299843608,11.8582305807,17.5003142467,15.3650907311,16.3468753924,16.5058092915,17.1574453181,14.5335150198,21.4896737213,11.5183323496,11.3508546007,25.7889305285,18.1627548293,8.41604650636,17.8571600727,9.91045885199,0.0,27.030880494,3.44837007534,12.4780251694,8.70296613352,10.1350867604,14.040101032,19.0057965347,10.5040793978,33.8073438198,39.2734621364,34.3012332662,22.1116771027,19.1544847481,20.5612459652,22.8087585484,25.4267966585,26.2515184904,24.1092063972,26.2958707791,37.1889759876,13.7045270386,27.3403704614,39.5970918129,39.9784782134,8.52884678501,6.14767482248,7.96445523629,38.4314657633,30.6919852904,26.2278474903,26.600211781,21.0060914181,28.4551537458,25.6606826487,23.7183476698,22.0260252339,28.3641783109,28.0207597584,31.7677294056,36.6168101674,37.8267918547,30.4176096471,33.3354277199,1.62338216487,3.74263757999,32.6197929316,31.6581148088,12.2726251315,5.48413905952,5.09511718182,3.55750254129,4.01140014239,5.86253228269,2.22198729641,0.138299917893,29.1192491131,T236
T235,10.7053898371,18.3226662377,20.1666913691,26.1790280724,9.37354165978,6.45468533763,18.9180254028,12.5904396152,20.9759611283,25.8893858879,25.3160266918,5.18014727933,23.9567494562,30.2788640203,27.4052776874,25.3367824453,21.1689607777,2.68925762516,5.02123100807,3.27800185559,3.89024806843,9.61595039527,6.35337087975,10.6266013399,11.7932091419,6.21596443309,12.4067008624,24.4773556638,27.264656028,30.9596771647,11.3091835624,22.9038285783,18.3353965772,21.1639541496,23.3633669855,28.4208938854,23.2260423754,32.2488975388,10.3176268026,9.7164917259,10.7113985757,14.7768169877,6.47929192567,10.2320720134,6.9727347087,7.60888926596,19.268335896,6.54383564077,12.9533388972,9.47725402839,9.42747643059,24.6446264384,24.7733700825,21.1272776126,2.76831114986,31.0167485444,19.3440230978,9.40130421757,2.96680995986,5.75391065188,21.5318019389,14.9668940481,23.9741076157,26.4383793304,13.5252465734,16.4683013712,12.8186222141,11.6986058482,11.4443792964,10.6173519735,10.330699895,13.5294665534,11.6406549205,15.5457261154,15.7337780667,9.65796374058,8.97746101165,21.2812860326,10.8337194609,17.1694410743,27.030880494,0.0,29.9375569341,15.5130927305,23.6666009318,17.7803879628,16.1882512147,8.15114435935,16.8370530152,7.77368936386,12.2447214014,8.23123133635,7.53106690097,9.89285342389,6.70544656776,5.13932928428,6.32064177074,10.0101175317,10.3935007917,4.36770421085,15.0783470382,16.6016674057,7.13545245123,12.7659013378,13.0721754752,21.5523387714,20.9352542372,25.9393920747,11.6761391436,5.444759061,2.34844381033,4.2847114373,6.07207195046,3.38221276415,2.2389198305,12.4036994353,14.3554991238,2.20314144747,7.03114267332,7.27851327377,10.2595480521,11.12085265,3.40340369107,6.37158914464,28.6478684391,27.5458801845,5.76035118598,7.51966702575,14.958877339,21.6079887937,24.5002612055,23.5155084105,23.0210853132,22.1874066504,27.6334716384,27.00329568,7.03923099972,T235
T233,19.7083112431,11.997339118,11.2022796417,11.9914759416,26.9379287038,23.4865185324,11.1091818662,26.0942050725,9.7491144134,5.37807148173,7.52920269349,33.4413311969,6.01557088358,0.39858733725,4.23499459393,4.6858283237,10.4240725827,32.6211195509,25.6694172588,26.6806037691,33.5995967875,39.2806912113,34.673195679,37.3547511021,18.1460173067,34.4362010737,37.3108915071,11.6570033773,9.90896175714,4.99403725599,20.739409161,7.81933856892,12.3809522843,10.3836688863,6.6233877737,1.53667778547,6.80091279937,11.7516467338,21.5775547758,21.000373791,19.5811722619,43.9535850768,32.7214835154,35.0399733437,34.2011244582,37.1217296328,10.6772758204,36.4778089991,18.276371664,39.4066081809,24.1953040774,7.08215367796,5.76887669123,9.36996594029,31.7088598864,7.92114792868,13.2127543431,30.288590851,27.158919075,35.6481823215,10.8225095562,44.9041659556,10.0395426495,4.01065554612,16.4187194783,15.2285486665,20.8883736565,18.2396921279,18.9182199775,19.3318879011,20.3047519406,17.8222520703,23.4531622748,14.4000965497,14.4354051667,27.8933485523,20.9851907046,9.91346083231,20.2654215779,12.775792343,3.44837007534,29.9375569341,0.0,15.7987852072,11.9365146143,12.4885083092,17.4744890818,22.037135653,13.7352394926,36.9069697384,42.1743565206,37.401485616,24.5587246511,21.5507021526,23.3504712467,25.5035379139,27.8580832418,28.3216756999,26.1477955024,28.8861949795,39.282139784,17.1437899257,29.6944054223,42.6034818651,42.9614892803,11.9519406385,9.33560828628,10.8583869233,41.1703082492,33.8144348508,28.9815964877,29.7532138766,23.8731165456,31.5382228647,28.6822022845,25.5307308772,23.6150056804,31.3748626707,30.394778259,34.2814828258,39.6996326044,40.8583235124,33.3385361733,36.2848887721,2.43166589838,3.13737829052,35.4292872424,34.139881134,15.4295449684,8.70193651365,6.15836093243,6.52531025636,7.15488142078,7.95577783537,2.33441020118,3.54934452616,31.5214899504,T233
T232,8.40220050012,7.70125820774,4.84735990166,10.8912989127,16.6405891791,9.63628203183,7.00648244263,17.7316064243,9.77914195261,10.9383230628,14.0912794208,20.02648048,10.4899847344,16.1851288013,14.6592981323,11.8130892767,10.968126824,18.1407172097,10.6517445475,12.3121541592,18.7274729605,25.1270370887,21.312613276,24.9445560081,5.36773453936,21.1100280865,25.7853714825,9.107569865,11.7740445819,18.4075900142,4.96990912478,10.9329743691,3.42826370336,5.82968145267,9.37195469613,14.2780951246,10.059414261,22.3239355178,5.87089226562,5.81133012032,4.94753974646,30.2573041079,20.1016434975,23.3418833212,21.3184063539,21.9723010775,6.6311718759,21.7969405246,2.63559695343,24.6353162069,13.8829658075,9.46134494622,10.0976383519,6.42912533378,17.8508679537,19.6608723641,3.86472146923,19.529161983,13.2533694721,21.2090925316,6.04510254084,30.1544199512,8.46114552447,13.2223967801,4.47131532088,1.01355166441,5.24815925123,5.46368768113,7.9241419858,6.52637332686,5.18241008764,2.09846992598,14.659239221,4.29682090345,2.83939696431,17.6552426162,7.80019834301,10.5620709951,9.80932093835,4.85650519846,12.4780251694,15.5130927305,15.7987852072,0.0,8.30977947594,7.34967412182,3.15448355211,7.42750359057,2.29552759797,21.6044371458,27.5312892986,22.0936927624,12.9533863616,10.814067961,9.98836742243,12.4212195304,15.9335863565,18.208019538,16.4839924664,16.0555322101,28.2515806099,3.20154305292,17.996708809,27.5739153493,28.0106708272,6.07640838783,6.52132617682,10.5052689947,27.1871005996,18.4598098743,15.3267788085,14.3327943227,10.0115493942,16.3438018491,13.7884384863,17.1288576721,16.7034450439,16.4637015005,18.5390297391,21.5080079071,24.4338353835,25.7551193952,18.756020386,21.5317770275,13.9958427853,14.2444751435,21.2709838157,21.5245556507,1.98189240437,7.11775064587,11.9526221167,9.37695647732,8.67435912946,9.54535416134,13.7338490863,12.412688874,19.4430036887,T232
T231,16.2416294915,11.8281526726,4.95098193168,2.59254028259,24.617685299,17.9450066259,10.4417698843,25.2669484204,12.1291077839,6.71422133724,14.566665116,28.3091193106,9.65290277992,12.3188946231,13.2035101165,10.2549813233,13.6372667503,26.2360390417,18.6950045243,20.5330390364,26.6466550272,33.2413997065,29.5938609074,33.2540814646,13.3760536765,29.3951561768,34.0577429044,0.811207743474,3.80203867794,16.2858622429,12.5039581728,11.8706845719,6.75150086871,4.4174887566,8.27358182561,10.7845910726,9.91305775708,22.1455312927,13.5090439891,13.9707397255,13.2549488398,38.4430413263,28.4103319561,31.6162937103,29.6258870088,29.6520419803,9.5792042114,29.7605958182,10.7355026443,32.5171756071,21.771760639,5.16694772997,7.07184579846,6.26831182274,26.0957159618,18.6136341644,4.47593726312,27.6529812374,21.5342766025,29.2763449355,3.35317114707,37.9863406557,1.9602195082,11.5857627815,12.0058032247,7.3033536234,11.6034712183,13.4811153561,15.6182223031,14.6387083346,13.3983806881,10.1581156691,22.1738758216,10.6516134012,9.43191963998,25.6461698587,16.0446813998,12.9623547071,17.5034958826,9.7761135333,8.70296613352,23.6666009318,11.9365146143,8.30977947594,0.0,11.8687840472,7.78734719933,15.6964320464,7.90582985293,29.155164111,35.4430265419,29.62990342,21.0864131879,18.6606864178,18.2882802085,20.7231052948,24.170543109,26.1866790105,24.3124157726,24.36196443,36.4917765111,7.36012564516,26.2314399509,35.2614896474,35.7467142468,2.36608928846,6.88972359041,2.32426050594,35.3293899227,26.0246855613,23.6154390716,21.942650186,18.3187113383,24.1067733513,21.8025774031,24.6500837678,23.7453710477,24.4070545238,26.7958137604,29.8171951387,31.970824709,33.4119357334,26.8055316485,29.4653424436,9.53465401373,12.1447615831,29.421274699,29.8341737113,9.54947107361,6.74212407529,11.728354926,7.99162168427,7.3308375501,10.4124023781,10.8371431117,8.57306857798,27.7251991506,T231
T230,7.25712362644,0.548213800198,6.96668068162,14.1397685513,14.6662022478,11.3705064375,1.64431624526,14.361612134,3.24559557323,9.7288705492,7.78623538574,20.9843439419,6.510649398,12.7900709278,9.62561680399,7.80268919898,3.90850658422,20.4267260508,14.048923941,14.6087026676,21.5777500601,26.9038090038,22.2047645937,24.8907460005,6.30698020716,21.9659909856,24.9632148428,12.4190370662,13.8026515125,13.2075388508,10.8538007394,5.12517460823,5.57875350739,7.47011207032,6.40734645064,11.0484214997,5.69628403595,15.6434603296,11.3333990929,10.0303047174,8.40950386796,31.4850068972,20.2340423426,22.6439484258,21.7127968431,25.2212439591,2.47160044613,24.3059568644,8.53909217945,27.2396979681,11.8396292895,9.25134481157,8.35621620934,5.89219200347,19.3397165832,13.6063691041,8.48504985398,17.9962080915,14.896357682,23.3900556158,8.51578283319,32.6770490513,10.7123731482,8.73753587138,4.82440275302,7.67059565556,12.0555432022,6.37548931458,6.47015308985,7.26032991477,9.39184101886,8.3989305578,11.4350991779,3.30449577155,4.53692122294,15.6606627743,8.83697112921,3.74084785328,7.78446041234,2.57804021823,10.1350867604,17.7803879628,12.4885083092,7.34967412182,11.8687840472,0.0,10.4548260991,10.4394460133,5.3916883707,25.1456943964,29.9244977614,25.6361794471,12.074232344,9.07555505727,11.0844214101,13.0987039243,15.3798421245,16.1300770413,14.0025429845,16.4094025412,27.0559251292,10.4184582641,17.2483685383,30.5438572096,30.8509107256,9.70437909027,5.32385081663,13.2037774439,28.7481491427,22.1767953716,16.611431026,18.3277975624,11.7371618277,19.8055994703,16.8167640093,13.7562469773,12.3448907617,19.4315248888,17.9397015537,21.7932854691,27.8563178701,28.8681269399,21.1736922072,24.1501619289,11.7166816948,9.83623334351,23.0872985321,21.6547202561,5.61990637329,5.80311606147,6.72936588161,6.67816127233,6.54048864847,4.53654576683,10.1547900387,10.1543359675,19.0556247725,T230
T054,10.944748427,10.7758646448,6.30409214096,10.1439174049,18.8383528921,11.0840799098,9.95526577139,20.268292834,12.6766351817,12.2528732068,16.7943792287,21.0640218862,12.7478896937,17.8714794098,16.9598831721,13.9671895508,13.9501145277,18.6693076634,11.1677282593,13.2121338289,18.9559028999,25.6573944053,22.332868969,26.2416655128,7.92394986123,22.1518467217,27.3507994273,8.58413010112,11.5704749944,20.6409815886,4.87968115545,13.6193898838,5.73978236151,7.09158834999,11.4724895242,16.012008247,12.4590510063,25.0424455084,5.8773614377,6.77906248862,6.64900468774,30.9249547827,21.4644213907,24.917159239,22.5392326884,21.8805552156,9.46289239512,22.0799287006,3.89912936455,24.7918071228,16.220236328,10.6013735977,11.7120410987,8.37821888669,18.7532924523,22.1698900247,4.30084816536,21.4938578113,14.3668801534,21.6668922608,6.79875161306,30.2360769488,8.65616238453,15.4245944682,7.41616045716,2.84390633486,3.82675787601,8.00257260923,10.5938347709,8.86869743174,6.36912237027,3.43870305972,17.2545826395,7.4511267607,5.98579398836,19.8224302921,9.79854982698,13.4940621403,12.4084478665,7.91243653762,14.040101032,16.1882512147,17.4744890818,3.15448355211,7.78734719933,10.4548260991,0.0,8.66281740245,5.15233909509,21.3704904036,27.7232754358,21.8442148149,15.0125270197,13.2652922882,11.6460299406,13.9917779109,17.7166559173,20.3814839218,18.8290820125,17.5071601576,29.9056582668,0.428466480065,19.7555857232,27.4852908725,27.9775416993,6.12135808023,8.66179913473,10.1114890585,27.7670568653,18.2438820361,16.4494166759,14.1770438056,11.4140768383,16.3678779346,14.2049017114,19.6820217282,19.4869651258,16.7409880614,20.2256874378,22.7656679242,24.1843375829,25.6333659869,19.195015209,21.7703874309,15.4134941132,16.3680628009,21.8939107981,22.8417980334,5.104762306,9.13687125479,14.4369957484,11.3988061576,10.6321148091,12.1452428443,15.6193320603,13.9509439855,21.0215529514,T054
T051,4.91737549656,10.9844395326,12.0163540912,18.2554340782,10.6834013183,2.43998034589,11.2803620618,12.7696828964,13.6790321615,17.7814748912,18.2213874585,12.6126877165,16.146442634,22.3935760158,19.8745670384,17.540449379,14.2088218422,10.8192648666,3.65557761438,4.90358015403,11.605565604,17.7587271227,13.8975087486,17.6408042388,4.13251457803,13.6988619623,18.6883092478,16.5018452786,19.2010899095,23.5583428389,4.1916330618,15.4728412624,10.1899488342,13.0132881202,15.4178800238,20.5056441638,15.4734482103,25.8513391739,3.5230491283,1.90096773226,2.56067125435,22.8425270537,12.8305294991,16.2543540512,13.9681335706,15.0848245556,11.4827582736,14.5824891295,4.98945676732,17.4801115916,8.47540373308,16.5028078566,16.7066967575,13.0247176485,10.4236779749,24.0386082948,11.288826011,13.0013838208,5.83806431949,13.8946361567,13.4017309663,23.0072356417,15.8729012806,18.7477988454,5.73066221727,8.4120394174,6.24231544858,4.06592401998,5.2639390064,3.38753586583,2.32631871649,5.56137718839,10.1331640333,7.69672641655,7.65670585218,11.59090858,2.48785188682,14.1553086668,6.08993856044,9.30214411465,19.0057965347,8.15114435935,22.037135653,7.42750359057,15.6964320464,10.4394460133,8.66281740245,0.0,8.69232557387,14.8876297157,20.3252885165,15.3819609378,6.81134570841,6.21021566951,3.13492981882,5.3516458684,9.13630971183,12.1446632917,10.944865598,8.84690314552,21.2453372157,9.03415182032,11.1445529704,20.5918990228,20.9739107591,13.5019393932,12.8701622724,17.9242234164,19.7967074678,11.8332425158,7.92168813106,7.89582095456,2.75369821672,9.51411420853,6.65554244144,12.2597774184,12.8748574566,9.35838509951,11.5851265633,14.1763645781,17.6669789055,18.8289951092,11.4782067222,14.3526758904,20.6113739211,19.8509032766,13.8864616489,14.2267037831,6.82024723686,13.5408548684,16.9557036906,15.5411056732,14.9978584698,14.5374585031,19.7732106058,18.9698671405,12.359993074,T051
